0.000000000000000000e+00	1.516921884560856082e+00	1.935724784030203038e-02	-5.519907770506098633e+12
5.000000000000000000e-01	1.516915466149176384e+00	-1.729632725699465357e-01	-2.190112701555086719e+13
1.000000000000000000e+00	1.516891129928388482e+00	-6.675570272350479506e-01	-4.861798619560258594e+13
1.500000000000000000e+00	1.516834143311008409e+00	-1.603480285550830109e+00	-8.482583024484648438e+13
2.000000000000000000e+00	1.516727263862082564e+00	-3.106007112660302827e+00	-1.294042493393032656e+14
2.500000000000000000e+00	1.516552313836781574e+00	-5.283139371677671114e+00	-1.810109849841825625e+14
3.000000000000000000e+00	1.516291656363857765e+00	-8.222915585311518782e+00	-2.381419251957591562e+14
3.500000000000000000e+00	1.515929390648303121e+00	-1.199157586444344936e+01	-2.991931672346632500e+14
4.000000000000000000e+00	1.515452148119837528e+00	-1.663259131037255401e+01	-3.625222114154247500e+14
4.500000000000000000e+00	1.514849449072711574e+00	-2.216653393363692004e+01	-4.265066080411655625e+14
5.000000000000000000e+00	1.514113653552830785e+00	-2.859174744614923114e+01	-4.895994988818608125e+14
5.500000000000000000e+00	1.513239597200690456e+00	-3.588577688175384139e+01	-5.503822693537198750e+14
6.000000000000000000e+00	1.512224034040737353e+00	-4.400752052510676293e+01	-6.076148829665358750e+14
6.500000000000000000e+00	1.511065012054496837e+00	-5.290007542596162438e+01	-6.602844381933106250e+14
7.000000000000000000e+00	1.509761288136336477e+00	-6.249425303720346392e+01	-7.076521577574343750e+14
7.500000000000000888e+00	1.508311855219317099e+00	-7.271274066710161321e+01	-7.492984794528742500e+14
8.000000000000000000e+00	1.506715615934862251e+00	-8.347487486258103218e+01	-7.851652143689955000e+14
8.500000000000000000e+00	1.504971202873129466e+00	-9.470197223348483817e+01	-8.155928685297697500e+14
9.000000000000000000e+00	1.503076920948112294e+00	-1.063231289532034936e+02	-8.413501450699561250e+14
9.500000000000000000e+00	1.501030774300272208e+00	-1.182813489798044913e+02	-8.636513109851473750e+14
1.000000000000000000e+01	1.498830537019497866e+00	-1.305397893609033133e+02	-8.841555241663008750e+14
1.050000000000000000e+01	1.496473830277627926e+00	-1.430878158845136738e+02	-9.049404655196188750e+14
1.100000000000000000e+01	1.493958174634042679e+00	-1.559464431605929349e+02	-9.284409390552477500e+14
1.150000000000000000e+01	1.491280993084896034e+00	-1.691725937717435784e+02	-9.573418948324242500e+14
1.200000000000000000e+01	1.488439547682300246e+00	-1.828614622261349325e+02	-9.944151889614270000e+14
1.250000000000000000e+01	1.485430801837382964e+00	-1.971461314179375677e+02	-1.042291086480114000e+15
1.300000000000000000e+01	1.482251213965551928e+00	-2.121934939664294859e+02	-1.103159908558996875e+15
1.350000000000000000e+01	1.478896487252554737e+00	-2.281955220530489328e+02	-1.178407174738424500e+15
1.400000000000000000e+01	1.475361324028149790e+00	-2.453550614322032288e+02	-1.268197718097702500e+15
1.450000000000000000e+01	1.471639257517617150e+00	-2.638656576108202785e+02	-1.371040677481547000e+15
1.500000000000000178e+01	1.467722651869061812e+00	-2.838855099947248277e+02	-1.483387271547222500e+15
1.549999999999999822e+01	1.463602965250209609e+00	-3.055065295097420517e+02	-1.599334878780892500e+15
1.600000000000000000e+01	1.459271353213112077e+00	-3.287206444549736943e+02	-1.710530610782333500e+15
1.650000000000000000e+01	1.454719646427970803e+00	-3.533868921130209628e+02	-1.806379772103505000e+15
1.700000000000000000e+01	1.449941669595987026e+00	-3.792042929128734272e+02	-1.874661876016963500e+15
1.750000000000000000e+01	1.444934784625851121e+00	-4.056967578623318218e+02	-1.902630330752578250e+15
1.800000000000000000e+01	1.439701455013645548e+00	-4.322169331188089814e+02	-1.878612807987566250e+15
1.850000000000000000e+01	1.434250558399276176e+00	-4.579754437545362293e+02	-1.794032288191441000e+15
1.900000000000000000e+01	1.428598140630724433e+00	-4.820999499561198718e+02	-1.645636668293035500e+15
1.950000000000000000e+01	1.422767324978725600e+00	-5.037243979619609036e+02	-1.437574315810822000e+15
2.000000000000000000e+01	1.535822910545635356e+00	-6.163226416590707686e+02	1.827574617591878250e+15
2.050000000000000000e+01	1.528859682125428332e+00	-5.832074102410880414e+02	2.010435821435725750e+15
2.100000000000000000e+01	1.522132509050367011e+00	-5.475520184547573308e+02	2.121975761508687500e+15
2.150000000000000000e+01	1.515656200062974301e+00	-5.104472941939463340e+02	2.178411490893286250e+15
2.200000000000000000e+01	1.509438932710904790e+00	-4.727476593394066526e+02	2.190925093017153500e+15
2.250000000000000000e+01	1.503483798936481763e+00	-4.351395896760643609e+02	2.167799209335261000e+15
2.300000000000000000e+01	1.497789952812567327e+00	-3.981798706996651163e+02	2.115782127134490000e+15
2.350000000000000000e+01	1.492353511473606842e+00	-3.623149447392135585e+02	2.040914182601002000e+15
2.400000000000000000e+01	1.487168302644519047e+00	-3.278894309384768349e+02	1.948956208712887000e+15
2.450000000000000000e+01	1.482226512179711797e+00	-2.951498526652048326e+02	1.845516539979571500e+15
2.500000000000000000e+01	1.477519257113884876e+00	-2.642480793974239077e+02	1.735957099422602750e+15
2.550000000000000000e+01	1.473037090778867908e+00	-2.352476112593093944e+02	1.625157852361463750e+15
2.600000000000000000e+01	1.468770434853524431e+00	-2.081344399384174153e+02	1.517221956230753250e+15
2.650000000000000000e+01	1.464709927772584575e+00	-1.828328047004367249e+02	1.415203275594923500e+15
2.700000000000000000e+01	1.460846678893707340e+00	-1.592248359667595992e+02	1.320928303871777250e+15
